Datetime,Open,High,Low,Close,Volume
2025-11-18 08:10:00+00:00,90638.2,90666.47,90574.02,90574.03,1.71261222
2025-11-18 08:11:00+00:00,90574.02,90624.0,90563.87,90618.0,3.72348796
2025-11-18 08:12:00+00:00,90617.99,90706.01,90612.01,90698.22,1.41541856
2025-11-18 08:13:00+00:00,90694.77,90728.0,90684.71,90716.73,4.55070114
2025-11-18 08:14:00+00:00,90724.01,90744.0,90664.03,90680.01,3.99209923
2025-11-18 08:15:00+00:00,90692.33,90719.97,90670.51,90714.8,5.0914834
2025-11-18 08:16:00+00:00,90715.99,90757.42,90662.0,90708.16,8.08904754
2025-11-18 08:17:00+00:00,90714.0,90986.1,90714.0,90976.54,29.43801829
2025-11-18 08:18:00+00:00,90977.62,91125.0,90956.42,91033.45,88.26377015
2025-11-18 08:19:00+00:00,91032.51,91071.03,90925.0,90992.03,52.97161343
2025-11-18 08:20:00+00:00,90992.0,90992.0,90822.81,90866.02,10.56220544
2025-11-18 08:21:00+00:00,90864.03,90897.41,90781.39,90793.16,8.77990535
2025-11-18 08:22:00+00:00,90800.15,90800.15,90608.63,90678.49,20.58249268
2025-11-18 08:23:00+00:00,90677.98,90793.24,90633.1,90791.98,27.23311091
2025-11-18 08:24:00+00:00,90791.98,90800.0,90736.67,90778.03,4.12104162
2025-11-18 08:25:00+00:00,90778.02,90778.02,90658.0,90681.6,5.12901031
2025-11-18 08:26:00+00:00,90682.01,90770.34,90664.05,90763.89,15.62899684
2025-11-18 08:27:00+00:00,90763.88,90777.54,90729.96,90753.0,3.32816798
2025-11-18 08:28:00+00:00,90747.99,90765.27,90699.85,90762.08,3.17116196
2025-11-18 08:29:00+00:00,90756.08,90800.0,90719.55,90729.99,3.56222962
2025-11-18 08:30:00+00:00,90727.99,90811.57,90699.85,90781.64,4.98815508
2025-11-18 08:31:00+00:00,90783.99,90940.84,90782.39,90904.35,7.97939149
2025-11-18 08:32:00+00:00,90904.01,90937.06,90883.9,90892.02,3.05798334
2025-11-18 08:33:00+00:00,90892.01,91018.14,90887.99,91006.59,6.73093896
2025-11-18 08:34:00+00:00,91003.99,91034.43,90966.0,91018.86,6.91803831
2025-11-18 08:35:00+00:00,91022.94,91098.43,91003.37,91029.04,10.40532397
2025-11-18 08:36:00+00:00,91032.19,91122.0,91009.23,91050.0,7.21949738
